sugars_100g,fat_100g,saturated_fat_100g,salt_100g,fiber_100g,proteins_100g,energy_kcal_100g,additives_count,sugar_energy_ratio,sat_fat_ratio,salt_sugar_interaction,nutrition_risk_score,main_category,country,has_labels,image_saine,bad_nutrition
0.0,14.0,2.0,1.0,1.9,25.0,227.0,1.0,0.0,0.14285713265306196,0.0,12.37,seafood,france,1,0,0
2.1,10.0,2.4,0.9,12.7,13.0,411.0,1.0,0.005109489038663044,0.23999997600000242,1.8900000000000001,4.91,plant-based-foods-and-beverages,france,1,1,0
4.8,0.1,0.1,0.13,0.0,4.4,38.0,0.0,0.12631578614958458,0.9999900000999989,0.624,6.579999999999999,dairies,portugal,1,1,0
1.84,2.0,0.1,0.5275,1.9,3.12,158.699808795411,0.0,0.011594216794412351,0.0499999750000125,0.9706,6.9019980879541105,plant-based-foods-and-beverages,australia,1,1,0
2.35294117647059,5.29411764705882,2.94117647058824,0.0882352941176471,0.588235294117647,8.82352941176471,100.0,0.0,0.023529411529411785,0.555555450617305,0.2076124567474051,6.588235294117654,dairies,united-states,0,1,0
5.7,0.5,0.1,1.2,1.1,0.6,40.0,0.0,0.1424999964375001,0.1999996000008,6.84,17.099999999999998,condiments,france,1,0,0
20.1,0.4,0.1,2.3,1.9,0.9,107.0,1.0,0.1878504655341078,0.24999937500156252,46.23,42.370000000000005,condiments,czech-republic,1,0,1
1.9,1.4,0.7,0.1,1.9,0.5,24.0,1.0,0.07916666336805568,0.499999642857398,0.19,1.94,plant-based-foods-and-beverages,france,1,1,0
17.0,15.0,2.2,0.12,9.3,12.0,437.0,1.0,0.038901601741643935,0.14666665688888955,2.04,15.469999999999999,plant-based-foods-and-beverages,france,1,1,0
10.3,0.1,0.0,0.01,0.4,0.5,46.0,1.0,0.22391303861058615,0.0,0.10300000000000001,10.46,plant-based-foods-and-beverages,france,1,1,0
20.0,15.0,7.2,0.53,6.1,8.5,448.0,1.0,0.04464285704320791,0.47999996800000216,10.600000000000001,30.880000000000003,plant-based-foods-and-beverages,france,1,1,1
3.0,3.0,0.8,0.25,3.0,13.0,365.0,1.0,0.008219178059673485,0.2666665777778074,0.75,6.949999999999999,plant-based-foods-and-beverages,belgium,1,1,0
59.0,0.1,0.0,0.0,1.2,0.4,33.4375,1.0,1.7644859285387386,0.0,0.0,58.134375,plant-based-foods-and-beverages,france,1,1,1
13.8,5.1,3.3,0.13,1.9,3.9,125.0,8.0,0.11039999911680001,0.6470586966551575,1.7940000000000003,17.750000000000004,dairies,austria,1,1,0
5.0,18.6,3.1,0.0331,11.6,22.0,457.77,0.0,0.010922515649949723,0.16666665770609365,0.16549999999999998,1.4086999999999996,plant-based-foods-and-beverages,india,1,1,0
0.0,0.0,0.0,0.02,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.22,beverages-and-beverages-preparations,france,0,0,0
26.0,13.0,3.7,0.76,3.5,6.7,435.0,0.0,0.05977011480512617,0.2846153627218952,19.76,38.15,plant-based-foods-and-beverages,france,1,1,1
0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.01,beverages-and-beverages-preparations,france,1,1,0
0.0,70.0,0.0,0.7,0.0,1.0,635.0,3.0,0.0,0.0,0.0,13.35,plant-based-foods-and-beverages,france,0,1,0
24.0,0.0,0.0,1.2,1.9,2.1,107.0,0.0,0.22429906332430782,0.0,28.799999999999997,35.17,condiments,france,1,1,0
2.3,2.2,0.2,0.89,1.8,2.6,85.0,0.0,0.027058823211072665,0.09090904958679563,2.0469999999999997,10.45,plant-based-foods-and-beverages,france,1,1,0
2.8,5.7,1.7,0.00325,1.9,12.0,113.0,1.0,0.024778760842665833,0.29824556171130495,0.009099999999999999,3.7624999999999997,seafood,france,1,0,0
0.0,0.0,0.0,0.00025,1.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.8975,beverages,india,0,0,0
12.2222222222222,1.11111111111111,0.0,0.0,1.11111111111111,0.0,66.6666666666667,2.0,0.18333333058333295,0.0,0.0,11.777777777777757,beverages-and-beverages-preparations,united-states,1,1,1
2.0,1.8,0.2,0.05,16.0,25.0,328.0,0.0,0.006097560957019631,0.11111104938275035,0.1,-10.02,plant-based-foods-and-beverages,france,1,1,0
26.0,14.0,4.0,0.53,3.5,6.3,450.0,4.0,0.05777777764938272,0.2857142653061239,13.780000000000001,36.3,plant-based-foods-and-beverages,spain,1,1,1
3.0,7.4,2.3,0.02,8.0,12.0,379.0,0.0,0.007915567261436498,0.31081076880935554,0.06,1.2899999999999991,plant-based-foods-and-beverages,austria,1,1,0
24.8,0.1,0.1,1.7,1.9,1.4,112.0,0.0,0.22142856945153064,0.9999900000999989,42.16,41.120000000000005,condiments,united-kingdom,1,1,1
22.5806451612903,11.2903225806452,1.61290322580645,0.221774193548387,4.83870967741935,9.67741935483871,435.483870967742,0.0,0.051851851732784573,0.14285713020408214,5.0078043704474435,25.92741935483869,plant-based-foods-and-beverages,united-states,1,1,1
0.128205128205128,0.897435897435897,0.128205128205128,0.0641025641025641,0.512820512820513,3.58974358974359,153.846153846154,0.0,0.0008333333279166645,0.1428569836736466,0.008218277449046666,1.923076923076924,plant-based-foods-and-beverages,ireland,0,1,0
0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,beverages-and-beverages-preparations,spain,1,0,0
0.3,0.6,0.1,0.025,1.4,7.4,350.0,0.0,0.0008571428546938775,0.16666638888935187,0.0075,2.7500000000000004,plant-based-foods-and-beverages,france,1,1,0
4.4,2.4,1.6,0.1175,0.4,3.5,56.0,0.0,0.07857142716836739,0.6666663888890046,0.517,7.334999999999999,dairies,croatia,0,1,0
15.3,3.1,1.3,0.0525,1.9,3.6,103.5,5.0,0.14782608552825038,0.41935470343396664,0.80325,16.26,dairies,india,0,1,0
2.2999999523163,2.0,0.40000000596046,0.0099999997764826,7.8,26.0,358.0,0.0,0.006424580854446143,0.19999990298027848,0.022999999009072992,-1.4200000439584137,plant-based-foods-and-beverages,france,1,1,0
3.7,10.0,6.8,0.15,1.9,5.7,127.0,0.0,0.02913385803831608,0.6799999320000069,0.555,11.37,dairies,france,1,1,0
13.0,3.6,2.6,0.07,0.5,5.6,111.0,4.0,0.11711711606200796,0.7222220216049939,0.9100000000000001,16.91,dairies,france,1,1,0
0.5,1.0,0.2,0.0,1.9,7.6,344.0,0.0,0.0014534883678677664,0.19999980000020004,0.0,2.2399999999999998,plant-based-foods-and-beverages,spain,0,1,0
0.4,2.4,0.64,0.15,1.84,4.08,165.583173996176,0.0,0.002415704373401692,0.26666655555560187,0.06,2.3558317399617597,plant-based-foods-and-beverages,germany,1,1,0
13.0,2.2,0.4,0.48,7.1,8.7,369.0,0.0,0.03523035220804783,0.18181809917359126,6.24,14.790000000000001,plant-based-foods-and-beverages,france,1,1,0
0.6,2.5,0.3,0.02,5.4,6.3,29.8823529411765,0.0,0.020078739485553974,0.11999995200001919,0.012,-4.001176470588236,plant-based-foods-and-beverages,france,1,1,0
0.0,0.0,0.0,0.01,1.9,0.0,1.0,4.0,0.0,0.0,0.0,-1.7899999999999998,beverages-and-beverages-preparations,france,1,0,0
3.3,1.9,0.2,0.0975,4.5,24.0,302.10325,0.0,0.01092341770264498,0.10526310249310397,0.32175,2.9960325,plant-based-foods-and-beverages,united-kingdom,1,1,0
2.3,1.5,0.6,1.17,3.9,1.9,266.0,3.0,0.008646616508847306,0.39999973333351113,2.691,13.359999999999998,plant-based-foods-and-beverages,france,1,1,0
4.8,3.5,2.4,0.13,0.0,3.5,66.0,0.0,0.07272727162534437,0.6857140897959743,0.624,9.16,dairies,france,1,1,0
2.3,17.0,16.0,0.052,1.9,1.6,170.0,0.0,0.013529411685121107,0.9411764152249167,0.11959999999999998,18.62,plant-based-foods-and-beverages,france,1,1,1
10.0,0.0,0.0,0.0,0.0,0.05,41.0,0.0,0.24390243307555043,0.0,0.0,10.41,beverages-and-beverages-preparations,france,1,1,1
12.0,29.0,11.0,0.03,9.1,8.6,490.0,0.0,0.024489795868388172,0.37931033174791956,0.36,19.1,plant-based-foods-and-beverages,switzerland,1,1,1
9.0,0.0,0.0,0.01,0.0,0.5,41.0,0.0,0.21951218976799539,0.0,0.09,9.51,beverages-and-beverages-preparations,france,1,1,1
0.5,0.0,0.0,0.55,3.2,1.7,25.0,0.0,0.01999999920000003,0.0,0.275,3.05,plant-based-foods-and-beverages,france,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02,beverages-and-beverages-preparations,france,1,1,0
0.5,4.8,0.8,0.75,6.2,6.4,383.0,3.0,0.0013054830253120548,0.1666666319444517,0.375,6.430000000000001,plant-based-foods-and-beverages,spain,1,1,0
0.0,0.0,0.0,0.054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.54,beverages-and-beverages-preparations,france,1,0,0
7.4,3.3,0.4,1.1,1.2,1.4,74.0,0.0,0.09999999864864867,0.12121208448118653,8.14,18.34,condiments,spain,1,0,0
25.0,20.0,2.6,0.6,1.9,6.4,487.0,3.0,0.051334702153316834,0.12999999350000033,15.0,36.57,plant-based-foods-and-beverages,spain,0,1,1
0.0,0.55,0.35,0.0625,0.0,0.9,13.0,0.0,0.0,0.6363624793409465,0.0,1.105,dairies,bulgaria,0,1,0
5.6,0.0,0.0,2.5e-05,0.0,0.0,23.0,7.0,0.2434782502835543,0.0,0.00014,5.83025,plant-based-foods-and-beverages,france,0,1,1
19.0,14.0,3.7,0.09,7.7,9.5,440.0,1.0,0.04318181808367769,0.26428569540816466,1.71,20.3,plant-based-foods-and-beverages,france,1,1,0
10.8,1.6,1.1,0.11,1.9,3.0,73.0,0.0,0.14794520345280546,0.6874995703127686,1.1880000000000002,11.83,beverages-and-beverages-preparations,france,1,1,1
3.3,10.3,7.2,0.1975,0.0,6.1,132.0,0.0,0.02499999981060606,0.6990290583466934,0.6517499999999999,13.795,dairies,ireland,0,1,0
4.1,0.1,0.1,0.1,1.9,4.1,34.0,0.0,0.12058823174740495,0.9999900000999989,0.41,3.6399999999999992,dairies,italy,0,1,0
4.4,1.5,1.0,0.13,1.9,4.2,53.3333333333333,0.0,0.08249999845312508,0.6666662222225186,0.5720000000000001,5.333333333333334,dairies,portugal,1,1,0
0.2,0.8,0.2,0.01,0.9,8.1,150.0,0.0,0.0013333333244444445,0.24999968750039062,0.002,1.1,plant-based-foods-and-beverages,france,1,1,0
12.7,3.2,2.2,0.1,1.9,3.6,96.0,3.0,0.13229166528862848,0.6874997851563172,1.27,14.959999999999999,dairies,portugal,1,1,0
0.4,1.4,0.4,0.67,0.4,1.6,144.0,3.0,0.0027777777584876546,0.2857140816327989,0.268,8.54,plant-based-foods-and-beverages,united-states,0,1,0
12.0,5.8,3.7,0.08,0.8,2.3,115.0,0.0,0.10434782517958413,0.6379309244946683,0.96,16.849999999999998,dairies,france,1,1,0
26.9047619047619,18.0952380952381,2.14285714285714,0.846428571428571,6.42857142857143,8.57142857142857,452.380952380952,2.0,0.05947368407905822,0.1184210460872578,22.772959183673454,35.60714285714284,plant-based-foods-and-beverages,belgium,0,1,1
0.3,0.0,0.0,0.0,0.0,0.0,2.3,8.0,0.13043472589794525,0.0,0.0,0.323,plant-based-foods-and-beverages,belgium,0,1,0
3.2,0.0,0.0,0.01,1.9,0.25,18.5,6.0,0.17297296362308304,0.0,0.032,1.5850000000000004,plant-based-foods-and-beverages,france,1,1,1
0.5,0.5,0.1,0.48,4.3,7.1,94.0,0.0,0.0053191488795835224,0.1999996000008,0.24,2.04,plant-based-foods-and-beverages,france,1,1,0
1.1,8.0,1.5,0.0,9.0,11.0,375.0,0.0,0.0029333333255111113,0.18749997656250295,0.0,-2.6500000000000004,plant-based-foods-and-beverages,cote-d-ivoire,0,1,0
1.8,1.0,0.2,0.02,14.0,23.0,332.0,0.0,0.00542168673065757,0.19999980000020004,0.036000000000000004,-8.48,plant-based-foods-and-beverages,germany,1,1,0
0.5,0.5,0.1,0.02,9.3,9.6,115.0,0.0,0.004347826049149339,0.1999996000008,0.01,-7.3500000000000005,plant-based-foods-and-beverages,united-kingdom,0,1,0
29.0,0.3,0.0,1.9675,1.9,0.8,135.0,4.0,0.21481481322359397,0.0,57.0575,48.125,plant-based-foods-and-beverages,germany,1,1,1
46.0,32.0,17.0,0.08,1.9,7.0,535.0,2.0,0.08598130825050222,0.5312499833984381,3.68,67.24999999999999,snacks,austria,1,0,1
26.0,17.0,3.2,0.05,7.1,9.0,451.0,0.0,0.05764966727793865,0.18823528304498335,1.3,27.11,plant-based-foods-and-beverages,france,1,1,1
0.0,1.0,0.5,0.8,0.0,27.0,117.0,0.0,0.0,0.49999950000050003,0.0,9.67,seafood,france,1,0,0
0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,beverages-and-beverages-preparations,germany,0,0,0
14.0,2.8,1.8,0.1,1.9,3.8,110.0,1.0,0.1272727261157025,0.6428569132653882,1.4000000000000001,16.000000000000004,dairies,france,1,1,0
14.0,0.0,0.4,0.00375,1.9,0.9,79.0,0.0,0.1772151876301875,400000.00000000006,0.0525,13.327499999999999,condiments,finland,0,0,0
3.4,0.1,0.1,0.09,1.9,9.3,53.75,2.0,0.06325581277663604,0.9999900000999989,0.306,3.0375,dairies,belgium,1,1,0
19.6,0.1,0.0,1.77,1.9,1.7,120.0,0.0,0.16333333197222225,0.0,34.692,36.6,condiments,belgium,0,0,1
1.5,2.6,0.4,1.1,1.9,7.2,80.0,3.0,0.018749999765625004,0.15384609467457896,1.6500000000000001,11.8,seafood,china,1,0,0
0.0,0.8,0.2,0.01,1.0,6.7,351.0,0.0,0.0,0.24999968750039062,0.0,2.8099999999999996,plant-based-foods-and-beverages,france,1,1,0
2.0,1.92,0.2,0.113,0.4,0.84,46.4,2.0,0.04310344734690846,0.10416661241322271,0.226,3.394,plant-based-foods-and-beverages,australia,1,1,0
1.48148148148148,3.33333333333333,0.555555555555556,0.574074074074074,1.9,10.3703703703704,170.37037037037,0.0,0.008695652122873357,0.16666661666668198,0.850480109739368,7.581481481481475,plant-based-foods-and-beverages,thailand,0,1,0
3.5,2.5,0.5,0.01,8.0,13.0,347.0,0.0,0.01008645530234451,0.199999920000032,0.035,-0.4299999999999997,plant-based-foods-and-beverages,austria,1,1,0
1.0,8.0,1.75,0.0175,10.0,13.0,392.5,0.0,0.0025477706941458072,0.21874997265625343,0.0175,-3.1500000000000004,plant-based-foods-and-beverages,ethiopia,0,1,0
0.2,1.1,0.3,0.01,1.4,8.3,350.0,0.0,0.0005714285697959184,0.2727270247936138,0.002,2.6999999999999997,plant-based-foods-and-beverages,france,1,1,0
0.0512820512820513,0.717948717948718,0.205128205128205,0.0102564102564103,0.615384615384615,2.82051282051282,124.615384615385,0.0,0.00041152263044251275,0.28571388775565615,0.0005259697567389899,0.9897435897435942,plant-based-foods-and-beverages,united-kingdom,0,1,0
0.0,0.5,0.5,1.0,0.5,27.0,117.0,0.0,0.0,0.999998000004,0.0,11.17,seafood,france,1,0,0
0.0,2.4,1.7,0.0,1.9,3.1,52.8,0.0,0.0,0.7083330381945674,0.0,0.32799999999999985,dairies,morocco,0,1,0
27.8,23.0,13.3,0.01,5.0,6.6,487.0,1.0,0.05708418879448832,0.5782608444234415,0.278,41.07,plant-based-foods-and-beverages,belgium,1,1,1
0.0,18.0,4.3,0.7,1.9,23.0,255.0,0.0,0.0,0.23888887561728467,0.0,11.950000000000001,seafood,france,1,1,0
18.4,17.4,2.6,0.6875,7.5,9.3,453.0,0.0,0.040618101455589174,0.14942527876866216,12.649999999999999,24.905,plant-based-foods-and-beverages,italy,1,1,0
2.4,7.3,0.6,0.83,3.1,4.5,178.0,0.0,0.013483145991667719,0.08219176956277129,1.9919999999999998,9.979999999999999,plant-based-foods-and-beverages,france,1,1,0
12.6,3.5,2.5,0.1,1.9,3.1,103.0,0.0,0.12233009589970781,0.7142855102041399,1.26,15.230000000000002,dairies,italy,1,1,0
1.0,8.5,1.25,0.025,11.5,11.5,367.5,0.0,0.0027210884279698275,0.14705880622837575,0.025,-5.325,plant-based-foods-and-beverages,france,0,1,0
0.8,2.7,1.1,0.01,1.9,7.0,344.0,0.0,0.0023255813885884264,0.40740725651583093,0.008,3.5399999999999996,plant-based-foods-and-beverages,germany,1,1,0
0.285714285714286,9.64285714285714,2.85714285714286,0.58,1.60714285714286,7.5,196.785714285714,1.0,0.0014519056187562,0.2962962655692765,0.16571428571428584,9.303571428571427,plant-based-foods-and-beverages,france,1,1,0
3.0,1.8,0.2,0.0,23.0,0.0,309.0,0.0,0.009708737832657806,0.11111104938275035,0.0,-16.71,plant-based-foods-and-beverages,france,1,1,0
11.0,0.0,0.0,0.0,0.0,0.5,47.0,0.0,0.23404254821186068,0.0,0.0,11.47,plant-based-foods-and-beverages,france,1,1,0
4.0,13.0,2.7,0.52,0.0,11.0,186.0,0.0,0.021505376228465718,0.20769229171597758,2.08,13.76,seafood,france,1,0,0
4.5,2.8,0.3,1.1,3.4,8.3,249.0,0.0,0.01807228908404703,0.10714281887756469,4.95,14.889999999999999,plant-based-foods-and-beverages,france,1,1,0
0.3,0.8,0.2,0.02,1.9,7.3,355.0,0.0,0.0008450704201547312,0.24999968750039062,0.006,2.35,plant-based-foods-and-beverages,france,0,1,0
0.0,0.5,0.1,0.01,1.6,8.8,335.0,0.0,0.0,0.1999996000008,0.0,1.9500000000000002,plant-based-foods-and-beverages,netherlands,1,1,0
0.0,1.06666666666667,0.266666666666667,0.04,1.73333333333333,7.46666666666667,390.666666666667,0.0,0.0,0.24999976562521928,0.0,2.840000000000008,plant-based-foods-and-beverages,united-kingdom,0,1,0
0.0,1.3,0.2,0.1,1.2,0.9,37.0,2.0,0.0,0.15384603550304962,0.0,0.3699999999999999,beverages-and-beverages-preparations,spain,1,1,0
0.0,0.0,0.0,0.03275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3275,beverages-and-beverages-preparations,france,0,0,0
0.0,23.0,15.6,0.6,1.9,6.0,255.0,0.0,0.0,0.6782608400756156,0.0,22.250000000000004,dairies,morocco,1,1,1
1.6,14.0,3.0,0.41,18.0,21.0,416.0,4.0,0.003846153836908284,0.21428569897959293,0.656,-5.140000000000001,plant-based-foods-and-beverages,italy,1,1,0
4.8,3.8,0.4,0.75,1.8,1.3,73.0,1.0,0.06575342375680242,0.10526313019391312,3.5999999999999996,11.629999999999999,plant-based-foods-and-beverages,france,1,1,0
0.5,0.7,0.1,0.53,6.5,7.2,96.0,1.0,0.0052083332790798615,0.14285693877580177,0.265,0.3600000000000003,plant-based-foods-and-beverages,france,1,1,0
4.6,2.2,0.4,0.01,6.1,12.0,356.0,0.0,0.012921348278310818,0.18181809917359126,0.046,2.5600000000000005,plant-based-foods-and-beverages,france,1,1,0
8.7,0.5,0.1,0.01,0.5,0.5,40.0,0.0,0.21749999456250013,0.1999996000008,0.087,8.799999999999999,beverages-and-beverages-preparations,belgium,1,1,0
6.4,17.3,1.9,1.5,1.9,2.6,201.0,1.0,0.03184079586148858,0.1098265832470183,9.600000000000001,23.410000000000004,condiments,france,1,1,0
10.0,1.5,1.0,0.13,1.9,3.7,72.0,0.0,0.13888888695987658,0.6666662222225186,1.3,11.120000000000001,dairies,portugal,1,1,0
1.3,1.3,0.2,0.02,1.9,24.0,3137.0,0.0,0.0004144086705723913,0.15384603550304962,0.026000000000000002,31.17,plant-based-foods-and-beverages,france,1,1,0
0.0,0.0,0.0,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425,beverages,france,1,0,0
3.9,1.8,0.3,1.0,9.3,5.8,210.0,0.0,0.0185714284829932,0.16666657407412552,3.9,7.0,plant-based-foods-and-beverages,croatia,1,1,0
6.5,3.5,0.4,0.95,0.0,1.2,73.0,1.0,0.08904109467066994,0.1142856816326624,6.175,17.13,condiments,france,1,0,0
7.5,3.0,2.2,0.0,1.1,3.5,106.0,0.0,0.07075471631363475,0.7333330888889704,0.0,9.66,dairies,morocco,1,1,0
0.0,0.7,0.2,1.0,0.5,24.0,102.0,0.0,0.0,0.28571387755160355,0.0,10.719999999999999,seafood,france,1,0,0
0.0,13.3333333333333,1.66666666666667,1.0,6.66666666666667,73.3333333333333,433.333333333333,0.0,0.0,0.12499999062500128,0.0,9.33333333333333,plant-based-foods-and-beverages,morocco,1,1,0
0.5,1.1,0.3,0.01,1.0,8.6,359.0,0.0,0.0013927576562875832,0.2727270247936138,0.005,3.49,plant-based-foods-and-beverages,germany,0,1,0
0.0,17.0,3.7,0.9,0.0,20.0,233.0,0.0,0.0,0.217647046020762,0.0,15.03,seafood,france,1,0,0
4.0,0.2,0.1,0.1,0.5,7.4,51.0,3.0,0.0784313710111496,0.49999750001249993,0.4,5.109999999999999,dairies,bulgaria,1,1,0
1.7,2.2,0.54,0.09,8.8,12.6,344.0,0.0,0.004941860450750406,0.2454544338843482,0.153,-2.2200000000000006,plant-based-foods-and-beverages,france,1,1,0
2.6,3.2,0.7,0.0,4.1,8.7,342.0,0.0,0.007602339159057488,0.21874993164064632,0.0,2.62,plant-based-foods-and-beverages,france,0,1,0
3.0,2.0,0.3,0.01,1.9,12.0,354.0,0.0,0.00847457624724696,0.14999992500003748,0.03,5.039999999999999,plant-based-foods-and-beverages,algeria,0,1,0
1.0,5.75,0.5,0.0125,8.25,11.25,370.0,0.0,0.002702702695398101,0.08695650661625971,0.0125,-2.925,plant-based-foods-and-beverages,united-kingdom,1,1,0
6.4,0.5,0.2,0.18,1.9,5.0,48.0,0.0,0.13333333055555563,0.3999992000016,1.152,6.98,dairies,united-kingdom,0,1,0
4.1,4.0,2.7,0.11,1.9,4.8,48.6666666666667,0.0,0.08424657361137171,0.6749998312500423,0.45099999999999996,6.486666666666666,dairies,germany,1,1,0
8.6,0.1,0.1,0.0775,1.9,7.7,69.0,0.0,0.12463767935307711,0.9999900000999989,0.6665,8.264999999999999,dairies,portugal,0,1,0
3.53,3.53,2.06,0.081,1.9,8.24,76.4705882352941,0.0,0.04616153785788759,0.5835692397820851,0.28593,5.264705882352942,dairies,united-states,0,1,0
3.9,1.3,0.1,1.2,1.3,1.7,37.0,1.0,0.10540540255661075,0.07692301775152481,4.68,15.07,condiments,france,1,0,0
0.0,0.5,0.1,0.01,0.0,0.5,2.0,3.0,0.0,0.1999996000008,0.0,0.22,beverages-and-beverages-preparations,france,0,0,0
5.2,3.3,0.6,1.3,5.6,12.0,348.0,0.0,0.014942528692693883,0.18181812672177977,6.760000000000001,16.68,plant-based-foods-and-beverages,france,1,1,0
3.8,2.0,1.2,0.0005,1.9,8.0,65.7265774378584,0.0,0.057815271847639745,0.5999997000001499,0.0019,3.762265774378584,dairies,france,0,1,0
0.9,0.1,0.1,0.625,1.9,1.6,25.0,0.0,0.03599999856000006,0.9999900000999989,0.5625,5.6,plant-based-foods-and-beverages,france,0,1,0
0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.9900990099009901,0.9900990099009901,1e-08,0.001201,beverages,france,1,0,0
11.0,0.1,0.0,0.9,1.9,1.4,64.0,1.0,0.1718749973144532,0.0,9.9,18.740000000000002,condiments,belgium,1,0,0
19.0,2.3,0.8,0.01,8.5,9.7,366.0,0.0,0.05191256816417331,0.34782593572785403,0.19,15.060000000000002,plant-based-foods-and-beverages,france,1,1,0
0.1,1.0,0.2,0.01,1.3,8.4,352.0,0.0,0.00028409090828383267,0.19999980000020004,0.001,2.62,plant-based-foods-and-beverages,france,0,1,0
0.0,0.0,0.0,0.69,4.6,6.6,88.0,0.0,0.0,0.0,0.0,3.1799999999999997,plant-based-foods-and-beverages,spain,1,1,0
3.1,1.5,0.3,0.03,4.2,13.0,347.0,0.0,0.008933717553505137,0.19999986666675557,0.093,2.9699999999999998,plant-based-foods-and-beverages,portugal,1,1,0
2.1,1.8,0.4,0.0,4.2,12.0,349.0,0.0,0.006017191959836126,0.2222220987655007,0.0,1.79,plant-based-foods-and-beverages,france,1,1,0
3.5,2.0,0.5,0.01,3.0,13.0,359.0,0.0,0.009749303594013083,0.2499998750000625,0.035,4.6899999999999995,plant-based-foods-and-beverages,austria,0,1,0
1.7,5.8,2.0,1.6,4.2,8.4,294.444444444444,8.0,0.005773584886051984,0.3448275267538747,2.72,18.44444444444444,plant-based-foods-and-beverages,portugal,1,1,0
3.9,0.2,0.1,0.09,1.9,10.0,57.1428571428571,0.0,0.06824999880562507,0.49999750001249993,0.351,3.5714285714285716,dairies,france,1,1,0
3.1,2.1,0.3,0.25,2.3,1.7,52.0,0.0,0.05961538346893494,0.14285707482996435,0.775,4.12,plant-based-foods-and-beverages,france,1,1,0
12.0,2.9,0.5,0.175,9.9,8.5,364.0,0.0,0.03296703287646419,0.17241373365043666,2.0999999999999996,7.99,plant-based-foods-and-beverages,china,1,1,0
4.1,3.4,2.1,0.1275,1.9,3.9,63.0,0.0,0.06507936404635929,0.6176468771626832,0.5227499999999999,6.205,dairies,belgium,1,1,0
0.5,8.9,1.4,0.3,3.5,3.2,192.0,0.0,0.0026041666531032986,0.1573033531119828,0.15,3.3200000000000003,plant-based-foods-and-beverages,france,1,1,0
5.2,1.1,0.2,0.79,1.7,1.6,48.0,2.0,0.10833333107638894,0.1818180165290759,4.1080000000000005,12.080000000000002,condiments,france,1,0,0
0.0,2.7,0.7,0.0,3.4,7.8,356.0,0.0,0.0,0.2592591632373469,0.0,0.8599999999999999,plant-based-foods-and-beverages,italy,0,1,0
1.7,2.2,0.5,0.09,8.8,12.6,344.0,0.0,0.004941860450750406,0.22727262396698908,0.153,-2.2600000000000007,plant-based-foods-and-beverages,france,1,1,0
20.0,1.8,0.5,0.3,4.9,6.6,381.0,0.0,0.05249343818243192,0.27777762345687584,6.0,22.409999999999997,plant-based-foods-and-beverages,france,1,1,0
16.1,5.9,3.4,0.12,9.4,8.5,352.0,1.0,0.04573863623369706,0.576271088767612,1.9320000000000002,14.819999999999999,plant-based-foods-and-beverages,portugal,1,1,0
6.0,3.5,0.4,1.15,1.9,1.1,76.0,1.0,0.07894736738227148,0.1142856816326624,6.8999999999999995,16.76,condiments,france,1,0,0
6.6,0.8,0.1,0.01,1.9,1.1,52.0,0.0,0.12692307448224857,0.12499984375019531,0.066,5.419999999999998,plant-based-foods-and-beverages,spain,1,1,1
12.59,1.6,1.1,0.05,1.9,1.6,75.0,5.0,0.16786666442844447,0.6874995703127686,0.6295000000000001,13.04,beverages-and-beverages-preparations,algeria,0,1,1
0.5,0.5,0.1,0.55,1.9,6.1,86.0,0.0,0.005813953420767984,0.1999996000008,0.275,5.0600000000000005,plant-based-foods-and-beverages,germany,1,1,0
9.9,0.1,0.1,0.13,0.0,4.3,66.6666666666667,4.0,0.14849999777249998,0.9999900000999989,1.2870000000000001,11.966666666666669,dairies,united-kingdom,0,1,0
0.0,3.4,0.0,0.0,1.9,3.7,122.0,0.0,0.0,0.0,0.0,-0.6799999999999999,dairies,france,1,1,0
20.0,21.0,4.5,0.38,6.0,8.0,481.0,0.0,0.041580041493596585,0.21428570408163314,7.6,27.11,plant-based-foods-and-beverages,italy,1,1,1
14.5,8.3,5.8,0.11,1.9,4.4,153.0,11.0,0.09477124121064548,0.6987950965307113,1.595,21.030000000000005,dairies,france,0,1,0
0.2,0.6,0.2,0.01,1.9,7.0,348.0,0.0,0.0005747126420266879,0.33333277777870374,0.002,2.08,plant-based-foods-and-beverages,germany,1,1,0
3.4,7.4,2.6,1.3,2.7,9.0,244.0,0.0,0.013934426172399893,0.3513513038714454,4.42,18.740000000000002,plant-based-foods-and-beverages,france,1,1,1
0.3,2.8,0.3,0.56,4.7,5.8,122.0,1.0,0.002459016373286751,0.10714281887756469,0.168,2.7199999999999998,plant-based-foods-and-beverages,italy,1,1,0
