sugars_100g,fat_100g,saturated_fat_100g,salt_100g,fiber_100g,proteins_100g,energy_kcal_100g,additives_count,sugar_energy_ratio,sat_fat_ratio,salt_sugar_interaction,nutrition_risk_score,main_category,country,has_labels,image_saine,bad_nutrition
11.8,0.0,0.4,0.135,1.9,0.4,54.0,4.0,0.2185185144718794,400000.00000000006,1.5930000000000002,12.19,plant-based-foods-and-beverages,united-states,1,1,1
10.2,1.5,1.1,0.1,1.9,2.4,65.0,2.0,0.15692307450887577,0.7333328444447704,1.02,11.049999999999999,beverages-and-beverages-preparations,portugal,0,1,1
0.0,31.0,4.7,1.1,1.9,21.0,363.0,0.0,0.0,0.1516128983350678,0.0,17.43,seafood,france,1,0,1
7.5,0.5,0.1,1.3,2.7,2.1,50.0,1.0,0.14999999700000008,0.1999996000008,9.75,18.400000000000002,condiments,austria,1,0,0
12.0,3.4,2.4,0.1,1.9,3.0,95.0,0.0,0.12631578814404434,0.7058821453287808,1.2000000000000002,14.450000000000001,dairies,france,1,1,0
0.0,12.6,3.0,0.23,1.0,21.1,200.0,0.0,0.0,0.23809521919879215,0.0,6.300000000000001,seafood,united-kingdom,0,0,0
4.2,7.6,5.1,0.0975,0.5,4.0,103.0,0.0,0.040776698633235936,0.67105254328256,0.40950000000000003,10.805,dairies,united-kingdom,1,1,0
4.8,15.0,1.9,1.0,3.0,2.0,172.0,1.0,0.027906976581936183,0.12666665822222278,4.8,15.419999999999998,condiments,france,1,0,0
26.0,9.2,6.7,0.6,4.0,6.1,391.666666666667,4.0,0.06638297855391574,0.728260790406436,15.6,38.616666666666674,plant-based-foods-and-beverages,france,0,1,1
32.0,4.2,0.7,0.03,9.7,7.4,346.0,0.0,0.0924855488656487,0.1666666269841364,0.96,26.76,plant-based-foods-and-beverages,croatia,1,1,0
10.7,0.0,0.0,0.02,1.9,0.2,46.0,0.0,0.23260869059546324,0.0,0.214,9.459999999999999,beverages-and-beverages-preparations,spain,1,1,0
6.3,0.0,0.0,0.02,1.9,0.0,26.0,8.0,0.24230768298816602,0.0,0.126,4.859999999999999,plant-based-foods-and-beverages,belgium,1,1,1
0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014999999999999998,beverages-and-beverages-preparations,france,1,0,0
0.7,7.0,1.3,0.02,10.0,13.5,372.0,0.0,0.0018817204250491386,0.18571425918367726,0.013999999999999999,-4.08,plant-based-foods-and-beverages,germany,1,1,0
0.0,0.0,0.0,0.0,0.0,5.77200577200578,230.880230880231,0.0,0.0,0.0,0.0,2.30880230880231,plant-based-foods-and-beverages,united-states,1,1,0
2.6,1.4,0.2,0.35,2.7,1.8,40.0,0.0,0.06499999837500005,0.14285704081639944,0.9099999999999999,4.000000000000001,plant-based-foods-and-beverages,france,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beverages,canada,0,0,0
2.6,0.2,0.03,0.0,1.9,0.8,21.0,0.0,0.12380951791383248,0.14999925000374997,0.0,0.94,plant-based-foods-and-beverages,spain,0,1,0
13.9,8.2,5.1,0.1,1.9,3.1,147.0,4.0,0.09455782248600121,0.6219511436644948,1.3900000000000001,19.57,dairies,belgium,0,1,0
18.0,0.1,0.0,2.239,1.9,1.5,99.0,2.0,0.18181817998163455,0.0,40.302,39.480000000000004,condiments,bulgaria,0,0,1
5.0,3.1,0.3,1.0,2.2,1.4,60.0,0.0,0.08333333194444448,0.09677416233091536,5.0,13.7,condiments,romania,1,0,0
5.8,3.4,2.1,0.18,1.9,3.9,70.0,0.0,0.0828571416734694,0.6176468771626832,1.044,8.499999999999998,dairies,france,0,1,0
12.0,3.4,2.4,0.12,1.9,3.4,99.0,2.0,0.12121211998775637,0.7058821453287808,1.44,14.69,dairies,united-kingdom,1,1,0
2.03,1.06,0.16,0.0,30.5,25.8,343.0,0.0,0.0059183673296840595,0.15094325382711904,0.0,-24.88,plant-based-foods-and-beverages,france,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beverages,united-states,1,0,0
8.44594594594595,1.01351351351351,0.0,0.0337837837837838,1.01351351351351,0.675675675675676,57.4324324324324,1.0,0.14705882096885833,0.0,0.2853360116873633,8.344594594594602,beverages-and-beverages-preparations,united-states,0,1,0
14.0,2.6,1.7,0.28,1.9,3.5,98.0,1.0,0.14285714139941694,0.6538459023669606,3.9200000000000004,17.580000000000002,dairies,france,1,1,0
2.9,1.1,0.1,0.01,12.0,26.0,327.0,0.0,0.008868501501931188,0.09090900826453795,0.028999999999999998,-5.63,plant-based-foods-and-beverages,czech-republic,0,1,0
0.0,0.0,0.0,0.375,0.0,0.0,3.3333333333333,0.0,0.0,0.0,0.0,3.783333333333333,beverages,russia,0,0,0
5.4000000953674,3.4000000953674,2.2999999523163,0.12999999523163,1.9,4.0,68.0,0.0,0.07941176494052404,0.6764703562743308,0.7019999866485636,7.779999999999999,dairies,france,0,1,0
0.5,13.0,3.3,0.85,0.0,26.0,222.0,0.0,0.002252252242106972,0.2538461343195281,0.425,14.520000000000001,seafood,france,1,0,0
12.1,0.15,0.02,0.0,9.0,0.0,58.0,0.0,0.20862068605826403,0.13333244445037035,0.0,3.6999999999999993,plant-based-foods-and-beverages,france,0,1,1
21.0,1.0,0.2,0.02,2.5,5.4,386.0,0.0,0.054404144936776824,0.19999980000020004,0.42,22.759999999999998,plant-based-foods-and-beverages,france,1,1,0
39.9,43.0,14.1,0.15,4.0,8.2,603.0,2.0,0.06616915411912246,0.3279069691184426,5.984999999999999,57.53,snacks,france,1,0,1
1.9,12.0,7.6,1.4,1.9,13.0,280.0,0.0,0.006785714261479591,0.6333332805555599,2.6599999999999997,24.400000000000002,plant-based-foods-and-beverages,france,1,1,1
9.8,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.24499999387500018,0.0,0.0,10.200000000000001,beverages-and-beverages-preparations,france,1,1,0
7.2,0.1,0.05,0.19,1.9,4.6,50.0,10.0,0.14399999712000006,0.49999500004999947,1.368,7.75,dairies,france,1,1,0
28.3,17.4,1.6,0.6,5.1,6.9,463.333333333333,3.0,0.06107913655882206,0.09195401770379209,16.98,35.43333333333333,plant-based-foods-and-beverages,france,1,1,1
1.0,7.7,1.2,0.53525,1.9,18.0,820.833333333333,0.0,0.0012182741101909355,0.1558441356046577,0.53525,13.86083333333333,seafood,australia,1,1,0
2.2,1.8,0.3,0.01,1.9,11.3,352.0,0.0,0.006249999982244319,0.16666657407412552,0.022000000000000002,4.220000000000001,plant-based-foods-and-beverages,germany,1,1,0
2.5,1.5,0.4,0.01,1.9,12.0,349.0,0.0,0.007163323761709674,0.26666648888900746,0.025,4.59,plant-based-foods-and-beverages,france,0,1,0
6.0,0.2,0.0,0.0,1.9,4.6,60.0,0.0,0.09999999833333337,0.0,0.0,4.699999999999999,dairies,france,1,1,0
13.4,6.4,4.2,0.1,0.5,2.3,123.0,1.0,0.10894308854517815,0.6562498974609535,1.34,19.330000000000002,dairies,france,1,1,0
0.0,15.0,3.3,1.025,0.0,22.0,222.0,0.0,0.0,0.2199999853333343,0.0,15.770000000000001,seafood,france,1,0,0
16.0,14.0,1.8,0.1,5.2,8.9,426.0,0.0,0.037558685357843465,0.12857141938775576,1.6,17.860000000000003,plant-based-foods-and-beverages,france,1,1,0
6.6,1.1,0.4,1.5725,2.6,7.0,384.0,0.0,0.017187499955240885,0.3636360330581518,10.378499999999999,23.965,plant-based-foods-and-beverages,morocco,0,1,1
5.1,2.9,0.4,0.7875,1.9,1.4,59.0,1.0,0.08644067650100548,0.13793098692034933,4.016249999999999,12.065,plant-based-foods-and-beverages,france,1,1,0
1.5,13.0,1.5,0.13,11.0,10.0,434.0,0.0,0.0034562211901930386,0.11538460650887643,0.195,-2.3599999999999994,plant-based-foods-and-beverages,switzerland,1,1,0
1.4,1.1,0.8,0.61,2.7,2.1,34.0,0.0,0.04117646937716266,0.7272720661163036,0.854,5.94,plant-based-foods-and-beverages,france,1,1,0
1.6,2.0,0.0,0.0207,3.3,12.0,350.0,0.0,0.004571428558367347,0.0,0.033120000000000004,2.0070000000000006,plant-based-foods-and-beverages,france,0,1,0
11.6,1.5,1.0,0.23,0.7,3.9,84.0,3.0,0.1380952364512472,0.6666662222225186,2.668,15.040000000000001,beverages-and-beverages-preparations,france,1,1,1
3.9,0.0,0.0,0.1,1.9,0.0,16.0,0.0,0.24374998476562593,0.0,0.39,3.1600000000000006,beverages-and-beverages-preparations,bulgaria,0,0,0
0.10000000149012,0.69999998807907,0.20000000298023,0.30000001192093,1.9,6.0999999046326,354.0,0.0,0.00028248587911761054,0.2857138866747408,0.03000000163912902,4.940000123679651,plant-based-foods-and-beverages,morocco,0,1,0
4.0,0.2,0.1,0.13,1.9,11.0,62.0,0.0,0.06451612799167536,0.49999750001249993,0.52,4.119999999999999,dairies,belgium,1,1,0
4.5,0.3,0.2,0.16,4.1,4.4,54.0,6.0,0.08333333179012349,0.6666644444518519,0.72,2.740000000000001,dairies,portugal,1,1,0
9.0,1.5,0.9,0.0,1.9,3.5,85.5,0.0,0.10526315666358882,0.5999996000002668,0.0,8.855,dairies,morocco,0,1,0
20.0,12.0,1.4,0.04,7.7,10.0,429.0,0.0,0.046620046511375184,0.11666665694444525,0.8,18.389999999999997,plant-based-foods-and-beverages,france,1,1,0
4.5,0.1,0.0,0.5,1.6,1.5,31.0,0.0,0.14516128563995853,0.0,2.25,8.21,plant-based-foods-and-beverages,bolivia,1,1,0
12.0,3.0,2.0,0.1,0.0,3.3,88.0,0.0,0.13636363481404962,0.6666664444445185,1.2000000000000002,15.88,dairies,france,0,1,0
2.5,1.5,0.2,0.0,3.0,13.0,350.0,0.0,0.00714285712244898,0.13333324444450373,0.0,3.2,plant-based-foods-and-beverages,italy,0,1,0
1.4,4.4,2.8,0.6,1.7,3.5,78.0,0.0,0.01794871771860618,0.6363634917355699,0.84,9.28,plant-based-foods-and-beverages,france,1,1,0
0.0,1.0,0.2,0.0,1.1,6.4,359.0,0.0,0.0,0.19999980000020004,0.0,2.69,plant-based-foods-and-beverages,italy,1,1,0
5.7,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.23749999010416709,0.0,0.0,5.94,plant-based-foods-and-beverages,france,1,1,0
5.0,3.8,0.5,1.0,3.3,1.7,68.0,2.0,0.07352941068339103,0.1315789127423914,5.0,12.879999999999999,condiments,france,0,0,0
3.6,0.0,0.0,0.005,0.0,0.0,14.29,6.0,0.25192440504377855,0.0,0.018000000000000002,3.7929,beverages-and-beverages-preparations,france,0,0,1
10.9,2.9,2.0,0.14,1.9,3.7,87.0,1.0,0.12528735488175455,0.6896549346017466,1.5260000000000002,13.27,dairies,france,0,1,0
1.1,6.9,1.3,0.01,10.4,12.0,363.0,0.0,0.003030303021955088,0.18840576979626525,0.011000000000000001,-4.27,plant-based-foods-and-beverages,spain,1,1,0
0.0,0.0,0.0,0.02,2.3,0.5,11.0,1.0,0.0,0.0,0.0,-1.9899999999999998,plant-based-foods-and-beverages,france,1,1,0
0.2,0.5,0.1,0.8,4.1,6.4,87.0,0.0,0.002298850548289074,0.1999996000008,0.16000000000000003,5.07,plant-based-foods-and-beverages,germany,0,1,0
0.8,0.7,0.2,0.54,2.0,7.0,188.194444444444,3.0,0.004250922486637175,0.28571387755160355,0.43200000000000005,6.28194444444444,plant-based-foods-and-beverages,united-kingdom,0,1,0
0.2,0.4,0.1,0.01,1.0,6.7,354.0,0.0,0.0005649717498164641,0.24999937500156252,0.002,2.94,plant-based-foods-and-beverages,germany,1,1,0
13.0,3.5,2.8,0.13,0.0,3.8,98.0,1.0,0.13265305987088716,0.7999997714286367,1.69,18.080000000000002,dairies,france,1,1,0
19.0,13.0,1.0,0.075,6.2,8.3,435.0,0.0,0.04367816081913067,0.07692307100591762,1.425,18.900000000000002,plant-based-foods-and-beverages,morocco,0,1,0
8.7,0.1,0.0,0.03,1.9,0.7,42.0,0.0,0.20714285221088446,0.0,0.26099999999999995,7.52,plant-based-foods-and-beverages,france,0,1,0
10.1,1.5,1.1,0.21,1.9,2.4,65.0,4.0,0.15538461299408288,0.7333328444447704,2.121,12.049999999999999,beverages-and-beverages-preparations,spain,1,1,1
3.1,0.0,0.0,0.2175,0.0,10.0,62.0,0.0,0.0499999991935484,0.0,0.67425,5.8950000000000005,dairies,united-kingdom,0,1,0
0.2,16.1,2.11,1.1,3.0,19.8,249.0,0.0,0.0008032128481798681,0.13105589248100044,0.22000000000000003,12.8,seafood,france,0,0,0
1.2,5.9,0.6,0.54,4.6,4.2,185.6,0.0,0.006465517206543549,0.10169489801781388,0.648,4.456000000000001,plant-based-foods-and-beverages,ireland,1,1,0
10.8,1.6,1.0,0.1,1.9,3.0,73.0,0.0,0.14794520345280546,0.6249996093752441,1.08,11.63,beverages-and-beverages-preparations,france,1,1,1
3.2,5.6,0.8,0.84,0.8,1.6,80.0,0.0,0.03999999950000001,0.14285711734694334,2.688,12.4,plant-based-foods-and-beverages,germany,1,1,0
16.0,44.0,26.0,0.14,15.0,8.1,543.0,0.0,0.029465929964151143,0.5909090774793392,2.24,33.83,snacks,france,1,1,1
29.0,43.0,26.0,0.01,11.0,8.9,581.0,1.0,0.04991394139429614,0.6046511487290431,0.29,49.910000000000004,snacks,belgium,1,1,1
16.0,2.66666666666667,0.333333333333333,0.6,9.0,9.33333333333333,380.0,1.0,0.04210526304709141,0.12499995312501729,9.6,17.133333333333333,plant-based-foods-and-beverages,france,1,1,0
0.1,13.0,3.2,0.63,1.9,24.0,217.0,0.0,0.0004608294909639194,0.2461538272189364,0.063,9.87,seafood,france,1,0,0
0.0,37.0,6.0,1.1,1.9,17.0,403.0,0.0,0.0,0.16216215777940116,0.0,19.130000000000003,seafood,austria,0,0,1
13.0,0.4,0.1,2.4,15.0,1.7,84.0,1.0,0.15476190291950115,0.24999937500156252,31.2,22.940000000000005,condiments,france,1,0,0
0.5,0.8,0.2,0.02,1.0,8.5,360.0,0.0,0.0013888888850308641,0.24999968750039062,0.01,3.5,plant-based-foods-and-beverages,france,0,1,0
2.7,1.8,0.4,0.01,7.7,10.7,347.0,0.0,0.007780979804665765,0.2222220987655007,0.027000000000000003,-1.0300000000000002,plant-based-foods-and-beverages,france,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beverages-and-beverages-preparations,belgium,0,0,0
0.5,0.0,0.0,0.39,1.9,5.5,83.0,2.0,0.006024096312962695,0.0,0.195,3.3300000000000005,plant-based-foods-and-beverages,france,0,1,0
2.8,10.0,6.5,0.13,0.5,3.2,114.0,0.0,0.024561403293321023,0.6499999350000065,0.364,11.240000000000002,dairies,france,1,1,0
4.8,3.0,3.0,0.0,1.9,3.0,58.0,0.0,0.08275861926278243,0.9999996666667778,0.0,6.479999999999999,dairies,france,0,0,0
0.0,15.0,2.0,0.9,1.9,25.0,234.2,0.0,0.0,0.13333332444444504,0.0,11.442,seafood,france,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beverages,france,1,0,0
11.9,1.9,1.1,0.11,1.9,3.0,77.0,1.0,0.15454545253837076,0.5789470637120718,1.309,12.969999999999999,dairies,spain,0,1,0
8.7,0.0,0.0,0.0,0.7,0.9,41.0,0.0,0.21219511677572886,0.0,0.0,8.41,plant-based-foods-and-beverages,france,1,1,1
7.0,2.3,0.3,0.01,4.1,3.3,126.0,0.0,0.05555555511463845,0.13043472589794525,0.07,4.5600000000000005,beverages-and-beverages-preparations,germany,1,1,1
4.0,1.5,0.3,0.09,0.5,0.5,45.0,0.0,0.0888888869135803,0.19999986666675557,0.36,5.1499999999999995,beverages-and-beverages-preparations,france,1,1,0
4.9,1.7,0.3,1.0,10.0,6.8,211.2,0.0,0.023200757465905508,0.1764704844291268,4.9,7.311999999999998,plant-based-foods-and-beverages,france,1,1,0
5.2,1.1,0.2,0.79,1.7,1.6,48.0,2.0,0.10833333107638894,0.1818180165290759,4.1080000000000005,12.080000000000002,condiments,france,1,0,0
34.0,1.6,0.3,0.02,5.0,7.1,377.0,0.0,0.09018567615335364,0.18749988281257324,0.68,33.27,plant-based-foods-and-beverages,netherlands,1,1,1
0.0,37.0,6.0,1.1,1.9,17.0,246.175908221797,0.0,0.0,0.16216215777940116,0.0,17.56175908221797,seafood,austria,1,0,1
3.7,1.5,0.9,0.06,0.0,3.2,41.0,0.0,0.09024390023795366,0.5999996000002668,0.222,5.61,dairies,romania,0,1,0
7.0,6.2,2.1,1.5725,7.7,12.0,397.0,0.0,0.017632241769188307,0.33870962278877054,11.0075,21.095,plant-based-foods-and-beverages,france,1,1,1
3.5,0.0,0.0,0.1,1.9,10.0,58.0,0.0,0.06034482654577886,0.0,0.35000000000000003,3.18,dairies,italy,1,1,0
19.0,49.0,29.0,0.0,10.0,9.9,610.0,0.0,0.031147540932545015,0.5918367226155771,0.0,44.1,snacks,france,1,1,1
0.6,2.2,0.6,0.03,2.2,7.8,352.0,0.0,0.0017045454497029958,0.2727271487603869,0.018,2.8199999999999994,plant-based-foods-and-beverages,germany,1,1,0
3.3,3.3,0.4,0.01,2.7,1.1,53.0,0.0,0.062264149768600945,0.12121208448118653,0.033,1.63,plant-based-foods-and-beverages,france,1,1,0
3.6,0.1,0.0,0.4,1.0,1.3,11.5,1.0,0.31304345103969994,0.0,1.4400000000000002,6.715,plant-based-foods-and-beverages,bolivia,1,1,0
3.0,8.8,6.1,0.075,0.0,2.8,108.0,0.0,0.027777777520576134,0.6931817394111659,0.22499999999999998,10.93,dairies,france,1,1,0
3.9,10.0,7.0,0.11,1.9,3.1,118.0,0.0,0.033050847177535196,0.699999930000007,0.429,11.28,dairies,france,0,1,0
0.5,2.8,0.7,0.0,3.9,7.9,351.0,0.0,0.0014245014204430158,0.2499999107143176,0.0,0.81,plant-based-foods-and-beverages,italy,1,1,0
2.6,1.3,0.3,0.04,0.5,3.1,38.0,2.0,0.06842105083102498,0.23076905325457442,0.10400000000000001,3.1799999999999997,plant-based-foods-and-beverages,france,1,1,0
0.7,22.2,1.9,1.19,7.4,5.8,271.0,1.0,0.002583025820726842,0.0855855817303792,0.833,9.809999999999997,plant-based-foods-and-beverages,france,1,1,0
12.0,2.8,1.9,0.12,0.5,3.4,88.0,1.0,0.13636363481404962,0.6785711862245764,1.44,15.48,dairies,france,1,1,0
3.0,2.0,0.4,0.02,12.0,13.0,365.0,0.0,0.008219178059673485,0.19999990000005,0.06,-4.75,plant-based-foods-and-beverages,france,0,1,0
9.0,0.1,0.0,0.01,0.7,0.5,46.0,0.0,0.19565216965973545,0.0,0.09,8.860000000000001,beverages-and-beverages-preparations,germany,1,1,1
8.4,0.5,0.1,0.01,1.1,0.7,43.0,0.0,0.19534883266630623,0.1999996000008,0.084,7.93,beverages-and-beverages-preparations,france,0,1,0
1.1,1.8,0.2,0.13,11.2,25.0,327.0,0.0,0.0033639143628014854,0.11111104938275035,0.14300000000000002,-5.329999999999999,plant-based-foods-and-beverages,france,0,1,0
4.2,1.2,1.0,0.1,0.5,0.5,51.0,0.0,0.08235293956170707,0.8333326388894676,0.42000000000000004,6.21,beverages-and-beverages-preparations,france,1,1,1
0.2,19.0,9.2,1.2,2.4,2.0,340.0,1.0,0.0005882352923875433,0.48421050083102624,0.24,22.4,plant-based-foods-and-beverages,france,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beverages,france,0,0,0
11.0,1.8,0.3,0.26875,10.0,10.0,365.0,0.0,0.03013698621880278,0.16666657407412552,2.95625,7.637499999999999,plant-based-foods-and-beverages,united-kingdom,1,1,0
3.5,5.8,3.3,0.7,1.9,1.6,85.0,0.0,0.041176470103806234,0.5689654191438932,2.4499999999999997,12.75,plant-based-foods-and-beverages,united-kingdom,0,1,0
4.1,3.0,0.4,1.7,1.9,12.0,371.0,0.0,0.011051212908217754,0.1333332888889037,6.969999999999999,23.310000000000002,plant-based-foods-and-beverages,france,0,1,1
4.0,0.0,0.0,0.09,0.0,7.5,48.0,0.0,0.08333333159722227,0.0,0.36,5.380000000000001,dairies,france,1,1,0
0.0,0.0,0.0,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.61,beverages-and-beverages-preparations,france,0,0,0
0.5,0.5,0.1,0.58,3.8,6.3,88.0,1.0,0.005681818117252067,0.1999996000008,0.29,3.4799999999999995,plant-based-foods-and-beverages,france,1,1,0
13.1,3.0,2.0,0.12,0.0,3.0,95.0,0.0,0.13789473539058172,0.6666664444445185,1.5719999999999998,17.25,dairies,france,1,1,0
3.9,4.2,0.8,0.88,1.9,3.4,86.0,0.0,0.04534883668199027,0.19047614512472735,3.432,12.459999999999999,plant-based-foods-and-beverages,france,1,1,0
8.28571428571429,1.92857142857143,1.42857142857143,0.0,0.0,8.92857142857143,87.8571428571429,0.0,0.09430894201599578,0.7407403566531486,0.0,10.592857142857149,dairies,france,1,1,0
0.0,5.6,0.8,3.06,8.0,16.0,128.0,1.0,0.0,0.14285711734694334,0.0,24.68,plant-based-foods-and-beverages,france,0,1,0
53.4,14.6,2.9,0.0525,3.8,6.3,378.0,0.0,0.14126984089611153,0.1986301233814984,2.8034999999999997,56.805,snacks,unknown,0,1,1
6.5,0.0,0.0,0.07,3.2,2.0,35.0,0.0,0.18571428040816343,0.0,0.45500000000000007,4.35,plant-based-foods-and-beverages,france,1,1,0
1.2,1.9,0.3,0.0,25.0,24.0,307.6,0.0,0.003901170338422723,0.15789465373965594,0.0,-20.424,plant-based-foods-and-beverages,spain,1,1,0
6.5,1.8,0.5,0.3,4.3,6.7,381.0,0.0,0.017060367409290376,0.27777762345687584,1.95,9.510000000000002,plant-based-foods-and-beverages,france,1,1,0
3.0,2.0,0.4,0.0,3.4,13.2,369.0,0.0,0.008130081278780267,0.19999990000005,0.0,3.69,plant-based-foods-and-beverages,france,1,1,0
3.0,2.0,0.4,0.0,3.4,13.2,369.0,0.0,0.008130081278780267,0.19999990000005,0.0,3.69,plant-based-foods-and-beverages,france,1,1,0
12.0,6.6,6.6,0.11,1.9,3.5,125.0,0.0,0.095999999232,0.9999998484848714,1.32,19.050000000000004,dairies,morocco,0,1,0
0.0,2.0,0.0,0.54,0.8,3.2,184.0,2.0,0.0,0.0,0.0,6.44,plant-based-foods-and-beverages,united-states,1,1,0
11.0,1.0,1.0,0.23,0.7,3.0,85.0,3.0,0.12941176318339104,0.9999990000010001,2.5300000000000002,14.450000000000001,beverages-and-beverages-preparations,france,1,1,1
17.7,17.9,2.7,0.72,6.9,9.3,459.0,1.0,0.0385620914192547,0.15083798040011284,12.744,25.29,plant-based-foods-and-beverages,germany,1,1,1
22.0,2.1,0.4,0.2,8.1,9.2,376.0,0.0,0.058510638142258944,0.1904760997732858,4.4,20.059999999999995,plant-based-foods-and-beverages,france,1,1,0
0.8,0.5,0.1,0.64,1.3,1.0,22.0,0.0,0.03636363471074388,0.1999996000008,0.512,6.220000000000001,plant-based-foods-and-beverages,france,1,1,0
0.5,1.9,0.2,0.4,1.9,5.7,100.0,2.0,0.00499999995,0.10526310249310397,0.2,3.8000000000000003,plant-based-foods-and-beverages,france,1,1,0
4.0,2.3,0.3,0.37,3.5,2.9,69.3333333333333,0.0,0.05769230686020714,0.13043472589794525,1.48,5.193333333333333,plant-based-foods-and-beverages,bulgaria,1,1,0
0.5,0.9,0.2,0.06,2.8,3.0,28.0,0.0,0.017857142219387778,0.22222197530891633,0.03,-1.22,plant-based-foods-and-beverages,france,1,1,0
4.4,0.0,0.0,0.0,2.7,1.7,33.0,0.0,0.13333332929292943,0.0,0.0,2.0300000000000002,plant-based-foods-and-beverages,france,1,1,0
0.0,3.3333333333333,0.0,0.0,2.2222222222222,6.6666666666667,355.55555555556,0.0,0.0,0.0,0.0,1.3333333333333997,plant-based-foods-and-beverages,united-states,1,1,0
0.9,3.1,0.3,0.56,1.9,5.7,180.0,0.0,0.004999999972222223,0.09677416233091536,0.5040000000000001,6.700000000000001,plant-based-foods-and-beverages,germany,0,1,0
1.3,15.0,3.5,1.1,1.2,13.0,197.0,2.0,0.0065989847380762195,0.23333331777777883,1.4300000000000002,16.57,seafood,france,1,0,0
3.4,25.5,3.6,0.02,8.0,13.4,469.816989893471,0.0,0.007236860449712717,0.14117646505190332,0.068,3.898169898934711,plant-based-foods-and-beverages,united-kingdom,1,1,0
11.1,4.3,2.9,0.1,0.0,6.0,110.0,0.0,0.10090908999173555,0.6744184478096633,1.11,16.1,dairies,france,1,1,0
8.9,0.0,0.0,0.0,0.6,0.8,40.0,0.0,0.22249999443750015,0.0,0.0,8.700000000000001,plant-based-foods-and-beverages,belgium,1,1,0
0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,beverages-and-beverages-preparations,france,1,0,0
9.1,0.5,0.1,0.0,1.9,0.5,38.0,2.0,0.23947367790858742,0.1999996000008,0.0,7.68,beverages-and-beverages-preparations,france,1,1,1
1.25,0.625,0.0,0.104166666666667,0.833333333333333,0.833333333333333,37.5,2.0,0.03333333244444447,0.0,0.13020833333333376,1.833333333333337,beverages-and-beverages-preparations,united-states,1,1,0
2.6,0.1,0.0,0.02,3.3,1.7,50.0,0.0,0.05199999896000002,0.0,0.052000000000000005,4.440892098500626e-16,plant-based-foods-and-beverages,france,1,1,0
0.5,0.5,0.1,0.03,1.7,4.9,72.0,2.0,0.006944444347993828,0.1999996000008,0.015,-0.08000000000000007,plant-based-foods-and-beverages,ireland,1,1,0
8.8,0.0,0.0,0.0,1.9,0.6,52.0,0.0,0.16923076597633144,0.0,0.0,7.42,plant-based-foods-and-beverages,france,0,1,1
10.0,18.0,2.1,0.27,13.0,10.0,443.0,3.0,0.02257336338019557,0.11666666018518554,2.7,6.23,plant-based-foods-and-beverages,belgium,1,1,0
0.9,0.0,0.0,0.01,0.0,0.0,4.0,1.0,0.22499994375001406,0.0,0.009000000000000001,1.04,beverages-and-beverages-preparations,france,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beverages,france,0,0,0
5.0,2.2,0.3,0.71,1.7,1.5,59.0,0.0,0.08474576127549557,0.13636357438019345,3.55,11.29,plant-based-foods-and-beverages,france,1,1,0
22.1,3.0,0.7,0.2175,9.3,8.7,378.0,0.0,0.05846560831093755,0.23333325555558146,4.80675,19.455000000000002,plant-based-foods-and-beverages,romania,1,1,0
1.9,2.4,0.5,0.01,8.8,12.0,351.0,0.0,0.0054131053976834605,0.20833324652781393,0.019,-2.790000000000001,plant-based-foods-and-beverages,austria,1,1,0
4.6,7.0,4.6,0.12,1.9,3.6,96.0,0.0,0.047916666167534726,0.6571427632653195,0.5519999999999999,9.459999999999999,dairies,france,1,1,0
1.5,25.0,3.1,1.2,1.9,8.1,268.0,5.0,0.00559701490448875,0.1239999950400002,1.7999999999999998,17.380000000000003,seafood,france,1,0,1
0.0,3.2999999523163,2.0999999046326,0.0,1.9,4.1999998092651,78.0,0.0,0.0,0.6363634238222238,0.0,0.9799999046325998,dairies,morocco,0,1,0
4.0,5.0,3.1,0.18,1.9,8.5,63.4161886551943,0.0,0.06307537588979643,0.6199998760000248,0.72,7.634161886551942,dairies,italy,0,1,0
0.266666666666667,0.933333333333333,0.533333333333333,0.0266666666666667,3.86666666666667,8.4,345.333333333333,0.0,0.0007722007699646714,0.5714279591843292,0.007111111111111129,0.6533333333333271,plant-based-foods-and-beverages,united-kingdom,0,1,0
5.0,3.6,1.2,0.8,1.9,2.6,67.0,0.0,0.074626864557808,0.3333332407407664,4.0,12.969999999999999,condiments,france,1,0,0
